C02020,C02170,C02013,C02016,C02050,C02060,C02068,C02070,C02090,C02100,C02105,C02110,C02122,C02130,C02150,C02158,C02164,C02180,C02185,C02188,C02195,C02198,C02220,C02230,C02240,C02261,C02275,C02282,C02290
228.4245239,247.6039768,260.7363781,268.0056107,255.9276462,266.5174413,273.7665401,227.3963889,250.5819313,265.1523226,273.1342075,207.1225737,253.3841782,276.9706866,226.0176733,294.002698,279.5334081,265.3722946,265.2844194,242.0815394,239.9408688,289.6483057,273.0216069,251.9847235,266.6329502,254.4245038,237.1918157,237.6728043,240.61984
264.0218035,264.5508069,267.7309784,274.4392207,253.5901606,282.0777338,235.2490599,253.2753438,280.1722338,232.181008,275.1111562,276.9155727,274.8225655,283.3224227,230.5583259,302.0642359,239.6258038,241.0190438,250.3726694,253.8338546,282.6619416,265.3145432,223.5754534,261.4261212,283.9291884,257.1668339,265.6232106,241.44837,271.2684885
264.0332258,267.5586737,260.8471768,246.0466731,253.5943385,282.2294314,227.3228554,257.8128683,285.9796845,277.9296006,265.4649132,294.7748561,247.3087829,275.9509301,286.0605858,266.8893306,273.2048321,253.4649072,256.3533946,275.096661,235.0040791,261.3072726,256.9942562,289.5925443,258.9667433,257.5116521,247.8977799,281.5535896,267.9921887
277.2766921,248.5460795,264.2364218,263.2540582,277.0307608,265.074107,266.3147622,260.7235144,271.595243,270.6333453,245.2308089,258.0403097,258.6327053,273.0248318,293.5617038,250.3188358,238.091595,299.1835799,263.1477813,287.7551181,287.8320475,272.2301761,281.6838901,286.175034,283.8703805,257.1461342,301.6275857,242.4223058,230.47149
286.893374,270.256957,282.8415195,298.1925008,252.1507903,283.7739283,266.4854129,243.0244042,257.3439565,269.239672,265.6878788,254.025562,252.4088913,299.8678875,297.0821291,235.1413609,249.5461578,260.9769893,273.0865971,249.8422685,240.6558852,280.1611063,271.4942853,252.7168637,260.3931815,271.8245325,267.7997923,306.4472968,295.6454582
293.8472005,309.6610059,261.1332534,287.3402083,231.9797598,268.289665,275.7416455,230.7265926,256.5536511,237.9688848,251.8812992,269.4954815,288.7694726,273.1222954,266.2639808,237.5219407,240.0457732,256.1197969,268.6588274,264.7639016,249.0939434,254.486212,247.1971088,308.4954482,277.3186783,279.9026518,262.6178826,272.0889743,253.5851392
297.800055,247.7317892,280.4737522,257.5130023,308.732598,245.7094932,289.2633132,230.6991507,298.3861184,292.2883628,270.4098785,241.9742309,260.5742127,290.7214068,268.8327077,258.2133871,294.9043466,257.9659649,271.1055793,236.3768428,273.6051341,273.4278655,254.0429551,282.0497418,248.0010827,240.5182758,238.71975,258.2203953,276.6923737
248.8694864,277.6538477,254.5112508,241.6574773,248.7060007,253.1600326,286.5079673,280.0161655,245.3198448,262.9851347,289.8341662,235.6882963,276.6657147,270.495511,262.3602744,285.9418908,268.6477048,267.4795583,253.8424627,246.1606476,282.0664841,272.0786432,243.1267665,238.2243008,276.214865,244.3128406,252.2265637,293.1218402,252.1158924
277.8388083,280.8247279,280.0610053,241.2456621,257.9716577,303.7910989,224.2595385,282.4558866,246.7048908,261.6695559,239.449974,258.9546106,261.6847785,263.4004313,262.3665457,244.7563124,285.2725915,251.9340743,262.2729975,267.4181467,258.4359857,252.3869188,257.6418865,242.4944283,258.6573785,242.1436761,247.8922594,292.2855562,287.8186181
242.2790143,248.0183852,280.8155438,252.2958855,270.5174363,255.3274807,242.5139934,257.5315953,284.4592238,242.4003308,227.1360601,247.191786,261.4630337,283.6506781,235.2006409,256.4478114,269.1614607,256.2274161,272.2662567,262.039172,263.1538919,272.32093,280.132842,289.7600982,259.5463169,257.1784992,235.2210944,272.0888424,274.5610594
240.6051153,238.9176156,276.8786897,254.6256765,242.7580567,235.0264874,279.0240219,257.1411258,265.2413393,291.9019253,271.7333951,296.7367988,265.9956498,268.4131718,300.5225197,265.1269707,261.0465693,263.2434172,269.3475345,256.2065899,259.3556051,297.3982728,287.5858973,256.4773196,242.6012926,259.6089193,274.5914988,280.5193055,285.694591
231.3450918,266.200511,291.6828737,261.3557219,284.9887297,253.521346,271.6401112,264.1743138,242.1927093,276.3888877,270.5744363,283.6660399,252.9687313,277.4179846,275.8150524,244.765656,273.9762677,260.127057,232.7780858,283.022309,251.0631651,280.2436165,255.0006596,227.7098171,262.743343,250.3458441,233.9358377,270.3670939,299.6009513
268.7036745,280.3468758,267.4877655,262.0607842,227.1499609,280.1897936,276.2247061,256.2725982,246.4521037,283.8187272,254.7176227,263.3006994,261.9832112,290.4616639,267.4940585,264.9102734,248.871899,245.5242995,243.9327347,211.2055255,257.0731511,294.0810206,258.5308923,284.0731727,247.3400102,268.5925707,236.2381168,236.7640262,241.9569703
286.9400986,251.3193531,273.046544,267.3532102,258.4300183,246.2401502,284.5198499,248.6797311,246.66057,242.3228911,227.4918399,270.3884497,286.7769802,283.9700969,233.3257938,286.2164977,256.7611876,244.6417626,260.2332512,280.0483412,271.3135275,297.6259444,239.5297913,263.5335495,270.6688276,271.4669853,290.0779819,235.1884579,242.5782278
260.6688294,219.8801786,266.5893682,259.7502578,241.3832197,239.9997524,250.7538932,276.8484637,242.8293089,271.1524415,293.2337159,288.4554233,270.1710528,268.2972394,256.3422381,237.926126,286.1610661,259.2290775,268.6209798,258.2343227,259.2603404,258.1952962,271.8614697,262.4064596,292.3221838,233.3872718,279.3353228,275.4242433,266.3285133
270.0725766,262.5128643,271.6946785,242.432216,278.2254517,257.331565,233.4487547,290.9801071,266.570176,233.3635968,268.7974671,267.1007462,276.5938164,263.4015054,244.4887963,232.649825,253.102466,263.6220366,273.1798972,260.2420914,260.8980687,291.359225,250.3022298,269.4962622,292.2900528,247.0422006,242.3774362,289.3620481,280.2828429
257.2200643,252.0497237,289.4456322,280.9350252,241.4444067,252.4293123,241.7169858,283.8865633,258.1847165,248.9992775,282.675099,244.3927507,261.8220672,225.0617085,263.6794534,231.2858461,252.9723184,259.0030326,252.1306937,301.4766531,273.8683151,213.398346,236.6522351,242.8937176,251.5573475,279.7146377,267.4300918,258.061234,275.2845867
284.6571174,255.1869924,240.4846275,287.9361625,274.2925457,287.7332362,251.9803928,226.9968573,273.2974826,275.7886577,275.2097421,250.6037641,217.2331009,311.91613,230.4619323,262.499353,271.3085595,255.1653535,235.026496,247.786124,248.0119279,245.5982609,307.2231971,281.413896,257.3284838,255.6086211,283.1308897,223.7761158,266.4824442
286.2479889,255.8079568,277.7149904,258.3076442,244.0686591,294.4715598,260.7519007,242.1556335,262.4543932,250.3095982,245.4172146,284.5986346,249.9934933,266.1684948,289.499451,274.8824973,245.6950017,304.472755,270.0397827,257.1240147,242.5494639,257.9536525,260.4939456,266.090584,243.7941285,265.9421422,249.0365729,254.0189987,258.7442201
256.7523365,253.7597055,286.6151744,273.0470292,254.0909123,273.1645807,240.5608436,280.1196272,261.7330715,274.8065652,271.4041931,258.7462131,273.2623818,239.9463303,244.993322,243.9789961,296.4806805,248.5167719,296.0630378,258.7037209,269.9591012,260.1420443,264.0978388,280.1531789,251.7007561,226.3281122,286.7515759,284.6401451,292.7711694
262.7535232,219.8600918,268.4645036,272.4895796,235.6537146,254.5592432,244.2518381,253.4577503,274.379885,242.6171001,303.6706464,239.1783559,260.919305,259.3236912,280.1961439,275.1817091,253.0514662,252.9018742,291.9353179,260.6899024,267.2158352,283.0949439,221.2208536,247.3893559,225.6310588,258.6298566,266.6490843,253.2125602,278.3688586
286.6788029,264.3239489,266.2551516,258.7721323,277.958673,222.7690122,274.6206575,258.1592721,253.5716624,259.7539772,237.6762346,261.9477404,261.8991469,257.6746798,263.1581833,257.3786928,222.5744575,257.0148802,307.0059519,255.3664562,255.5688843,258.9303603,262.8083103,263.5024804,278.8608485,247.2893875,238.9602438,281.0311041,267.1194048
257.0567958,284.0562334,296.9316519,239.9335375,266.1135622,283.3322141,266.2208366,260.043339,258.0316498,278.0680771,260.8735724,279.4875639,238.0784164,287.0395646,248.0645716,257.6367611,282.9215909,281.1145162,264.4372629,261.8289845,266.9716117,278.2722482,262.4118794,254.0034371,256.4239206,275.288132,277.7821639,254.6626125,251.664299
245.6802489,247.7278673,269.9156733,222.1457702,277.5539491,268.9731289,226.0723277,306.3092118,256.4219252,287.3965847,227.172162,277.1232227,237.7071425,271.1611525,291.957084,242.9998859,253.6396729,270.7076048,242.4193806,263.3663134,257.2524717,266.1140839,290.5599553,258.8177608,247.0618988,277.2996625,279.3210788,278.3401501,278.0416663
285.0921663,246.1404978,278.507618,273.4662116,252.2229968,265.5814071,236.1700984,273.9863377,276.8027132,277.5047437,227.7021696,240.4368828,275.1713392,246.9572213,257.6185243,273.0857276,248.8928652,244.9780684,227.9578136,266.1635562,265.6348093,273.1675224,272.3757827,285.2877137,236.1163884,238.8375385,240.5564107,275.7896382,281.0290327
307.8344624,261.5727028,253.4607382,233.3577252,264.4688323,265.8721754,264.2934966,258.6313121,258.1618505,293.3080689,286.518207,251.13238,280.6992453,260.872289,265.8765074,273.2980891,259.1047927,263.1169756,276.8448566,301.5451087,253.0303721,281.7716914,257.5940185,283.6297529,270.5471976,237.5827542,278.1831368,220.6766978,234.9827569
243.2950088,270.4563223,251.3474428,290.198477,290.404799,256.4502991,264.7758463,260.7399758,258.0841618,272.2532209,282.9608827,281.0802876,293.5011105,272.1451463,277.0292669,255.4858098,274.5985411,243.2956626,283.7187487,266.6360712,222.4199487,270.5270675,290.2013918,224.33871,274.3168558,306.6314224,251.1459618,268.6169312,268.1456122
254.6758476,236.0798681,256.3522666,267.362044,268.1219015,249.5996756,258.4626098,297.9156023,238.5749306,262.5739996,299.9643511,243.8121825,243.7074485,287.9312309,223.1359656,263.7048044,282.2792704,269.1715356,233.9812228,241.9152581,256.0786348,241.5892473,253.4290156,262.6605206,258.1686991,226.7266889,245.7333101,236.7884615,278.2637315
272.9582524,269.6829921,262.5746752,294.4864815,285.4152596,244.5253184,267.3364053,238.3979488,285.5311945,256.9057295,250.3235321,252.7925501,246.8340125,250.0709105,275.9610489,246.5452212,273.1926883,267.5623134,292.4298723,278.4514136,241.4088997,245.5406952,244.7486522,257.0045331,229.9013262,252.4736006,224.2967335,251.4025687,254.8947107
243.2364564,269.6918333,286.6153014,251.1517302,262.5907316,249.6467353,258.7351721,266.7049502,240.1539639,292.1448211,245.0734743,282.4021473,283.2307665,234.2487028,278.615413,256.5068711,239.3088868,246.000857,265.0504944,235.8933437,250.1938033,260.7257455,293.8222421,262.8978485,268.9459869,236.6964808,265.9061401,247.5982708,264.3445562
263.5106696,248.5211456,261.055073,239.5112578,223.0253284,266.1780025,284.9758962,273.4954177,275.9818118,269.8148141,255.2536293,242.6537283,251.4356303,246.4781939,269.9940205,272.4167594,263.5709099,257.571835,316.107615,257.9684222,254.7317015,242.0154292,263.0257173,241.635669,238.2040031,286.3040885,253.3759242,225.8739454,262.1393189
247.6164432,240.127431,250.3312733,273.2768921,268.172013,244.9926871,253.2910157,249.5920002,243.3819141,269.6641284,273.9669922,259.9719882,260.6747979,299.628354,257.3005025,250.7932873,250.0218518,288.5875776,278.6833058,282.9895042,259.2048556,263.6175635,283.7727362,283.177884,248.8992943,244.4005602,263.1078985,254.7437517,263.1759038
262.8863864,247.1674947,240.1284701,264.5431779,287.4484792,246.7995344,260.6315515,265.6638634,273.7288996,254.0130843,263.3600505,264.5319123,275.2581264,298.3545154,268.9393884,235.5978038,272.6985942,226.5468208,258.6494562,251.7967909,268.8780419,241.9950636,270.05612,272.8081672,269.5921748,271.9768104,255.4345345,233.8766023,263.4565203
250.1541763,270.4260898,284.0075521,275.0538601,273.7393738,247.5365997,297.6015962,275.663361,263.8515327,237.205642,235.4426938,286.5253758,219.8467434,255.1448469,260.5101803,231.118209,298.366349,244.1286604,237.1642111,273.168558,266.4837927,235.3663062,284.0927799,261.0981737,260.4586027,259.9323676,279.179268,292.8533121,250.764726
256.5396108,283.4194999,254.7929334,284.408437,276.4731759,285.9250821,255.4248761,268.562006,262.969197,276.5417336,269.1397652,272.2246217,280.4424171,271.5005139,261.7669182,235.0240125,229.8908225,232.0053572,312.3241151,255.1005443,251.3205657,280.3807818,266.9643943,287.7308843,240.761318,259.1083296,287.9458866,287.9119828,264.6655287
273.7098112,276.7441101,295.4169733,289.4503966,261.2417933,228.9857365,258.3700926,265.9998303,229.3939522,270.1656206,247.0326558,249.9393004,240.2314302,269.6416776,275.5285744,260.778931,240.8302081,232.0657344,251.3350265,251.6754146,287.9164042,260.6305386,234.5808897,269.6441784,270.4388071,260.7521237,237.498807,275.8710495,244.9389667
274.5464764,255.5709861,302.3004717,253.6600013,232.4321678,253.9806995,271.0034297,280.1069097,243.1405661,256.6500402,276.493619,292.9591664,267.0041425,260.9269034,246.7822982,254.028736,245.667278,230.8707931,306.4094802,285.3674104,235.5859325,255.6533584,240.4794346,234.784324,256.470017,291.404743,229.7273169,241.5252609,237.4368908
273.1231258,287.130034,252.2554975,308.1560377,275.0180042,274.1868042,259.5716068,243.9758893,268.28187,279.139448,232.4831501,265.2545922,262.7958827,239.4182134,251.9938774,293.4821797,220.7397861,230.6476444,282.6823367,249.7255901,280.7929472,256.3445235,253.5404004,284.0317625,303.9698098,267.4375666,240.2897829,227.3083574,235.4783716
287.4131543,266.3465496,269.8171312,261.1334064,261.2538903,204.0866358,255.4802912,253.3267426,265.7390793,282.3640529,258.9601595,245.078146,261.9665781,259.0946182,273.9611209,263.7438733,282.5626714,248.5535204,281.4700148,277.7869359,247.912131,276.2127883,249.1272951,230.4783776,241.3235615,248.7725346,277.7460053,248.7998764,256.3490064
283.3297283,265.9405809,252.8876498,247.8004835,248.6389105,240.6705898,262.3504978,243.9086725,269.0846942,261.2719835,273.0681975,279.4432435,270.7541252,294.8732985,268.5231999,242.4503209,227.826985,249.9169673,284.709867,234.0172837,250.6687335,267.8071148,262.2226943,276.5772457,236.1430149,275.1722055,248.0143776,276.312229,242.9233347
238.5141094,272.2267313,292.2688122,265.5762952,256.7243411,284.0303749,262.2636538,244.3573463,252.0008657,270.3314998,273.2759579,234.7301541,218.2201509,240.7130054,273.1821743,238.9979361,299.9181527,258.0738724,266.821304,276.5409149,250.1800964,238.4440923,280.7813253,274.4875628,261.3916776,269.3769209,277.5058241,251.4524528,264.3592558
250.5604755,285.5310124,233.1906577,253.8515977,287.7189512,253.9917814,238.5030758,266.1168225,233.2758376,252.7993864,290.015823,284.7875507,275.1000792,253.6875004,242.7317417,288.5731062,262.9908667,253.7443975,284.7857701,261.5018672,269.462691,262.7030498,265.9918496,213.4389015,267.3632002,253.1049811,218.5681204,294.3122277,248.4990597
286.610814,243.7869287,282.4191489,271.9970341,273.4717307,275.1445543,264.9974508,246.2639276,243.0090919,237.1836429,235.1877708,253.2564728,257.4284435,239.0222507,303.7236804,237.199176,277.1205726,256.9464075,290.40081,236.6904707,244.4687215,267.357714,271.5989154,250.3599287,292.6398676,271.5758712,276.6896843,262.6291146,259.7174406
279.8842329,260.7843075,237.1454535,250.1113863,273.2187689,263.7000103,240.082384,289.6010615,253.0250743,283.1148275,269.363825,295.3807379,243.3611316,286.2130723,262.2312084,273.1556995,259.8720952,259.5171182,263.2029916,267.8787051,273.9547732,282.8716707,242.7243883,256.8528634,290.9067814,245.318444,276.5698789,286.4494171,237.9230774
275.2390613,258.6842401,283.8837244,273.2763773,233.3532991,245.5867519,254.1264936,260.9470818,269.7685899,261.6091893,264.5012972,286.4712102,250.3128224,268.6693822,268.3073914,259.9038601,259.9972971,271.3418495,255.7619122,226.1718993,265.4974009,298.2930873,275.0144814,229.465548,266.5138248,277.5676387,289.0755887,234.307721,254.0312047
251.0069069,251.1102585,298.5124796,299.37658,257.3118779,283.897669,261.5352942,258.4800774,273.0040273,262.9003433,290.76661,278.7925611,242.308677,230.250163,300.4834286,265.8458995,283.9573651,269.8919618,245.4898477,257.6604676,260.065489,233.0357484,259.5800836,263.4987099,284.4777702,257.312833,300.5431805,271.6848444,262.0933176
221.4238267,281.3575495,262.5427819,283.5600994,250.6275201,263.1851705,269.2812366,253.5496505,229.2852213,271.6694432,264.9332296,289.677449,299.6385755,227.4491663,287.5860043,289.9935731,250.329536,225.6631769,275.0022894,231.1057869,249.9609363,301.3888954,279.0787603,266.3563495,276.7885802,237.8162008,274.8420964,276.3622215,253.8322424
262.7516667,275.557004,282.4468261,237.9986443,247.1125754,233.8131263,230.040438,316.695804,261.0872128,275.5964978,258.8719232,253.761693,255.5780775,247.5421718,220.4661685,250.78749,275.324737,252.7716864,278.5328631,268.0219002,248.648584,265.4638241,284.731247,260.869517,284.6404377,250.3917554,267.0595024,281.9859327,271.4950464
246.2321181,245.6937157,259.1088708,231.3208479,278.73205,263.3934367,287.2876966,248.5199736,249.9925104,250.0349473,280.9465626,265.5145132,281.8594783,227.9269142,266.7266262,250.0012813,261.9155085,271.5403502,290.5894373,272.9911547,288.6834688,228.6943587,262.3624934,298.2253828,231.6367023,240.0376925,273.8520784,303.7836382,265.3658875
259.4391953,276.2802444,274.2428072,242.5747555,274.5714658,251.834471,256.6326267,246.5818518,270.4905938,252.780104,258.7812448,239.1560761,265.6586186,262.62832,262.5469791,288.344795,277.0313192,254.4035217,252.919796,243.7653662,264.8217594,249.7347101,271.2054586,243.6302346,234.3381067,278.6828504,228.6753807,240.0378824,288.5768246
281.5914105,285.3471991,284.7308959,269.6457944,253.752001,280.5846042,237.1565926,302.6770467,294.8796894,250.2088929,258.8669613,251.1189829,279.5519237,238.5038987,213.0837842,285.1366677,286.3169969,297.7528554,259.1364876,272.5815046,269.7054528,284.7206852,240.9209561,276.3541038,249.0115878,276.5153531,270.19121,269.95987,275.0497953
250.1041558,251.7416093,243.1188987,255.1664642,280.212969,255.2869799,246.7300089,280.87833,310.5255627,291.8649926,249.2613051,272.9492158,247.7186651,237.2686274,254.2432569,267.832933,253.0194694,268.516032,275.5901932,252.4848238,277.0798639,283.8500193,270.5088651,252.0067672,268.2055015,223.7101542,303.1826539,265.5078333,259.6743213
237.2571889,250.2153064,266.0788255,274.4463555,267.1341579,269.2233829,269.6551763,266.9048951,285.2860684,273.5339328,285.7671827,283.9267317,290.9908159,253.5036654,264.4493865,245.273656,251.1119624,255.8279296,242.2955867,253.4433285,270.0176787,281.5252601,259.9701306,243.0730136,271.1510495,250.7389311,253.1479645,272.2212711,286.4407221
253.996564,228.3512357,268.7664251,302.7000519,270.2993559,245.6339405,231.6937899,289.8907935,208.7521637,263.261481,266.7962048,253.3326945,238.569893,276.9407183,287.8541628,272.6699778,249.4956581,217.6479949,228.2225014,226.6125915,287.5950194,268.4841167,260.0591395,236.7213825,264.738399,271.5426587,257.3934086,247.5082846,248.5566866
257.710897,259.6347704,264.6888067,223.4232849,249.5017916,262.5183444,239.2991512,292.5387059,257.0173213,263.7568777,263.892877,261.1080054,264.7809856,270.872561,260.5190764,263.0372085,262.1373098,321.3255956,263.0090441,265.7496205,252.3882017,276.7547393,289.7951346,241.947468,272.6232057,275.7509651,228.3132686,295.0331075,266.1957366
221.5392785,263.2234932,263.9039665,280.2145809,294.3002035,274.9965486,256.5413558,251.849818,273.567778,268.4548275,224.1234707,254.3794746,276.1929423,262.5893761,241.4920998,238.3524541,261.1466818,253.7016012,271.2590999,260.0282143,225.7320776,277.4904062,290.8946664,264.742476,259.2673765,222.0723262,301.7422509,260.12652,270.4204671
270.6668521,275.726046,286.7867129,305.1022481,274.4757669,270.8588091,229.8825461,280.1620323,272.5068308,265.0106507,231.2467517,257.2107059,229.1268298,237.1069909,250.4271646,289.4454175,288.1742243,249.7433356,237.0612699,264.4811377,247.3432586,269.390211,299.3231467,251.0474963,265.3631299,268.2081343,269.4634342,242.979945,291.074197
264.2668471,244.0064602,267.1810999,266.8969039,277.3160939,262.6523807,271.3670548,255.4837212,257.3118624,257.1740213,269.9782386,267.9616995,270.4851554,265.537284,263.8081812,273.8019754,246.9947386,229.9131233,290.0561833,271.3790605,274.6678031,290.3225905,260.9248182,270.4597937,253.3397969,272.301622,255.3594466,299.6794147,231.7937949
264.0002366,238.1334762,271.4862904,247.3115511,228.9270078,258.5345237,262.0171616,237.4984903,262.4135951,293.4135994,259.6356462,250.1305721,267.8601301,314.8798806,260.9884693,270.60879,249.709556,261.4923736,306.2794872,231.3616111,266.5968713,282.9923095,300.4822688,256.2047358,272.5173801,269.1363101,255.238223,254.3728566,269.7403931
274.4755121,256.0219218,259.156329,267.0459871,271.7411575,233.2641956,285.3404895,261.8614854,250.5699691,271.6848062,320.8347179,255.6938075,293.0442666,255.967776,278.7064262,223.1797179,268.0552975,272.4412481,240.7802111,264.6265414,236.1537691,303.6489966,240.5497726,211.9931876,240.6282902,262.4230246,261.4234505,302.0469218,256.4730863
290.932612,274.8944087,243.321289,218.436601,270.724092,254.3966468,247.9300879,224.1008296,251.6306186,275.6344471,248.6982169,241.2274716,271.2147683,289.6990201,255.4215759,257.9031673,260.7008034,277.7503034,259.5799129,270.322559,253.6962694,235.0480097,266.439608,265.4938772,266.311935,241.7544316,293.6325525,257.7621156,280.0675827
283.9526183,227.2674969,274.631207,272.434845,303.335618,264.4514732,244.0024339,248.0701569,268.1742475,249.6547446,278.6826403,284.1832037,281.8628586,292.2325472,282.403976,294.0038163,262.9892339,275.7506969,258.953321,274.453554,260.4873867,231.2167871,268.7077057,290.4240175,252.7263487,263.9673992,273.6803018,260.1371973,240.8116611
252.3803309,248.53002,265.9243677,242.9311678,265.8658573,276.4921984,269.5967649,236.2155719,297.6671851,287.8823433,269.844953,257.2479434,293.3341232,241.4325086,281.3799218,259.5685434,277.1550665,248.3037836,243.0208952,291.3629065,240.49156,246.801572,261.3973436,265.4117248,248.7738088,251.7208613,265.6635834,260.8403203,279.7148219
215.5870852,265.3840309,265.4404084,263.4279386,249.5418267,249.7248769,268.9047377,265.7240734,274.4943731,273.4718362,284.1376584,292.632471,229.2112295,258.2040458,254.4490518,238.4332755,284.7758349,260.0299726,285.9861349,279.4886605,275.1716985,283.1552059,264.721674,241.643607,240.1139743,268.0595782,242.4456813,265.7576054,255.0925253
251.6575156,211.8208737,271.4460576,269.6195769,238.2342674,268.3807343,255.3570731,228.8757724,252.7093926,267.4439532,294.3121583,279.4174568,295.457357,279.3835019,246.8633724,249.2239031,269.7843493,280.2504366,264.9920034,293.9769807,264.551312,239.3946591,329.2745204,274.8212152,261.7239636,257.9134586,259.0939409,253.4912981,272.5436957
263.8767504,247.4718303,254.0873171,313.9619551,283.2328179,257.7559825,279.9046536,283.4984409,236.6854997,268.4423316,242.8653769,267.6791315,268.8168571,257.6611913,297.6849947,248.149763,281.4548435,232.5313232,234.3800773,275.8070826,249.2721707,244.2085759,259.0993347,287.2078568,281.6307107,238.3944983,270.1372837,266.3344876,234.5705726
256.7786347,259.0467923,261.4151722,276.3532132,244.9280458,235.214631,248.4006856,258.3038921,252.4751218,240.1191371,265.4685527,269.3788926,263.668963,262.7684347,265.5952706,254.7141242,296.0565083,256.2907901,264.5086492,239.9136052,270.565664,281.8418309,245.3755087,279.1429242,241.9688245,261.440328,243.8690974,248.9689407,255.1077197
262.8607483,268.8608444,252.6092477,296.4397739,251.7371452,237.1383182,244.4395339,275.8741785,274.8427926,238.4838468,264.9574623,253.2547642,269.0936099,237.8241511,288.5693253,262.5512504,275.7593065,269.2545495,294.365766,231.4835574,229.560851,254.1138203,254.8100772,299.8722404,264.9630388,259.6956355,265.5481389,267.4243519,266.5613221
252.2849734,248.6268688,292.7810122,250.2344062,228.4945907,272.6828379,292.5899883,260.2933765,259.4063688,261.3354332,274.5388199,244.8083563,252.6540104,274.9416156,278.2004295,261.2674563,241.8552409,278.5069476,229.54741,258.5075871,280.5828944,226.2555287,278.9480382,281.7532165,272.0124231,255.9746832,265.2141578,266.6369465,254.3384953
286.9961678,246.580995,300.2324609,251.4073807,230.9606937,254.5264222,260.1905419,283.2506618,270.6840841,262.750806,256.4422394,271.6666792,306.795779,267.7451555,228.1359438,220.9652495,262.698505,284.3343675,273.9239992,252.774291,263.7572754,269.7270444,268.2996133,282.3406621,280.9673187,247.3638408,272.5563986,293.8058443,283.0887902
229.8360985,313.3201403,313.6235596,257.4299604,277.5992107,294.7111084,255.3335329,254.3223801,282.9130571,238.6215224,248.9688812,257.2725924,272.3812637,267.6912301,256.6048576,258.5443812,260.2372672,250.5494725,298.9157524,267.6357858,249.191414,241.7093901,300.329042,263.9168704,289.2992151,287.1693089,265.9990224,242.2620409,292.8041069
264.7723035,286.1051468,254.9053723,257.3118076,283.1451566,263.4853788,275.7582152,303.5438061,252.5195686,272.8734574,252.5128036,245.6015118,277.7273544,261.0160017,287.7637123,236.4094712,257.2036897,275.9511016,260.8905508,254.251416,248.7273713,272.1647841,260.3411075,246.2932085,228.2884072,231.8569624,272.1836157,268.788771,284.8531625
270.9391357,276.8303198,276.0852418,246.9782712,290.4459045,275.2394295,259.239068,279.4040148,259.0843522,245.2545686,272.716131,247.6605619,277.7181399,283.5611231,275.1480752,272.1304939,269.2213813,280.5909482,255.1754492,260.2286287,277.07048,257.2984909,272.9474572,261.4536093,291.9859838,252.7650242,256.8492645,266.8103202,230.1458311
237.1262076,289.9792974,303.0949916,257.2349579,257.4333091,252.4265245,276.5034646,248.7434775,222.0629735,255.8861664,264.6385083,274.3921892,282.8711365,261.6292998,286.4844309,271.7820436,275.6679451,259.0436275,267.6049179,239.6437821,262.2359908,263.1016143,251.3285188,242.6706562,245.5674397,268.4659019,286.3545635,281.1793111,235.0757849
248.6580724,259.6493573,284.3463663,281.6553085,272.3648969,253.3160916,276.767435,254.2119997,260.616483,284.6690147,263.152356,249.2963657,267.5026045,267.5961721,235.7594,246.2152595,281.010157,259.8778723,265.635022,269.3898854,250.4862745,279.6028095,271.7625536,269.2892339,258.9525777,247.9084891,279.5052993,227.4358203,273.280934
259.873017,271.6791621,267.3261585,258.2496702,265.1526417,245.4910881,257.8941118,276.1674576,275.6549707,243.984619,279.6054993,276.0081851,240.7308719,210.184691,291.7023199,258.7005055,298.1882394,282.3094648,269.8104117,291.8543959,249.3299093,249.1144602,266.5082809,282.2806501,249.7900673,297.5268759,267.6534857,244.3330629,245.4388661
233.2404668,273.0281743,268.4508495,256.6047354,266.131001,279.0210293,237.2363669,266.5407742,254.1843176,253.5006148,255.7439071,240.356271,258.5825536,264.445165,275.9549788,267.1462309,257.4370392,260.8224303,276.6258812,288.1013045,248.7615388,275.138051,288.5552858,263.4299545,272.1948596,261.8410601,266.6048727,248.1929449,246.9013557
278.8252257,278.1071464,236.6111254,266.5693172,263.9897628,265.4940997,240.8172765,254.8200361,256.8185261,285.0979657,249.9212308,243.7709866,261.6505909,276.6527649,259.875936,243.2399889,252.2349894,241.0542961,264.3049664,244.6899888,266.2852573,294.1644142,287.2982044,235.8769038,262.7884548,252.4348817,232.6861822,274.7808901,277.9326072
262.9571878,240.2511942,275.2646431,285.1998016,231.3520817,249.8468109,256.8769591,235.0923395,273.9610455,237.9757945,274.5365552,265.6380958,262.7069096,251.6270891,290.827028,243.5804862,262.72758,291.6412249,293.6378043,264.202186,281.8391915,252.3198177,254.1778841,286.5228738,248.8679951,281.2808278,274.0611495,245.0709534,300.7110125
260.0661885,265.9728976,212.0351731,313.4483525,279.6447541,243.6780784,287.1346457,241.962996,267.8040825,287.8943348,300.0410467,277.7508715,241.0886395,274.7388869,230.5474699,253.5719704,294.6512131,250.0688165,242.5391696,265.8603552,270.6654299,294.4615856,286.7751883,274.1613931,271.2041626,276.8646454,248.3411169,287.9377681,270.314391
229.1980354,258.8104295,267.2956554,217.1490392,246.8706298,269.4062834,263.4360077,246.143392,279.2794668,253.3548893,283.9203011,246.883547,252.9918681,276.0811648,268.8364079,267.0066419,256.6748412,257.1940687,248.1100829,248.0561624,249.0200435,277.78321,276.243605,258.162518,231.608289,254.1602676,281.8325363,244.6420048,300.0131174
