C01001,C01003,C01005,C01007,C01009,C01011,C01013,C01015,C01017,C01019,C01021,C01023,C01025,C01027,C01029,C01031,C01033,C01035,C01037,C01039,C01041,C01043,C01045,C01047,C01049,C01051,C01053,C01055,C01059,C01061,C01063,C01065,C01067,C01069,C01071,C01073,C01075,C01077,C01079,C01081,C01083,C01085,C01087,C01089,C01091,C01095,C01097,C01099,C01101,C01103,C01105,C01107,C01109,C01111,C01113,C01115,C01117,C01119,C01121,C01123,C01125,C01127,C01129,C01131,C01133,C01057,C01093
271.9328776,259.7110721,252.7705608,267.1106281,265.2835892,275.9714026,253.6636674,270.5780352,278.0831982,250.3129699,248.313192,282.6466998,265.2348902,250.3873261,266.5372992,276.2202529,265.3833838,261.0897665,316.5207061,225.3801918,259.2198751,273.6235166,273.7774306,269.8441808,276.0125632,274.9725054,280.0297218,265.4371782,266.2100061,245.0426304,298.2918385,273.4042827,288.0845945,249.4587976,276.0616737,258.9721218,282.068117,239.3173579,273.9913274,267.7342562,291.4146149,257.859624,253.6617785,246.3609977,289.3577262,272.9441018,286.3658333,262.5522496,242.2384438,271.6663761,248.8091273,244.3099263,261.8785381,266.8417105,293.2871377,250.2670657,275.6884715,248.3103545,277.6383159,269.6005813,261.5557431,254.2684609,278.7822955,258.964142,245.5462677,237.6526407,272.8662811
261.1262937,256.2754893,264.8332285,247.9058905,256.8781115,252.2200102,272.4061995,260.0701091,256.2446424,255.8087326,238.3497794,264.0009155,306.9760051,223.1650679,293.5015379,272.8444338,265.9941365,247.178762,275.3581938,256.5834705,254.4832822,264.0245077,274.621683,278.9101865,248.6853291,263.0245548,271.5014924,280.8471937,231.9270404,281.7690037,249.4706433,262.5683162,251.5181087,269.8919043,279.4238651,262.5461607,277.8852994,284.1541479,269.0537465,259.9957466,281.2710527,266.9760773,230.8630677,278.1906462,296.917168,271.4933132,226.9865936,249.5239049,272.9356238,279.2591443,266.6235872,251.776737,280.4273679,244.2492143,243.014773,305.2349036,261.4108033,252.9044833,269.1866145,275.7949782,247.9327201,281.933679,271.0509358,249.3394298,248.8998359,250.3614478,236.5541366
259.8477608,262.0182755,272.1908615,279.8027132,234.4341522,278.7463038,284.3838808,262.8362805,303.1826277,249.5108617,250.3642941,309.1128676,283.6217059,272.6419824,241.1484665,233.1606918,244.9590441,264.2893939,265.1544629,238.2318756,292.5767156,270.8040769,240.9543133,313.4743754,277.3681195,264.9752496,231.7290922,264.2900889,275.1439824,240.2895324,285.4367546,246.265323,300.2403454,261.0122604,261.5519926,254.5941647,248.0361539,272.4575562,247.4652315,233.6816025,282.8160977,257.2582917,254.4627642,221.9652877,290.3233659,298.2473257,221.8573668,265.0337442,259.3227965,281.8903651,259.2550918,244.5223619,265.9849894,249.5907147,252.1864358,291.630624,264.7968203,257.1094514,256.6997923,269.5247639,230.2355259,248.2882053,258.2457553,235.0967356,226.7090011,265.6651689,257.0997948
252.4874292,280.9694961,258.4734701,271.900126,263.8663033,266.5505176,235.4747744,233.3407064,285.2007939,256.0671288,279.9298254,257.0868254,258.5252571,293.63323,265.7005904,261.6798561,237.1359598,261.9335767,285.7214439,274.6346109,264.285995,269.1443598,266.928028,245.8813772,243.450035,260.3545985,280.9750874,281.6157344,253.680256,247.5444811,231.9971934,271.5265098,262.8730929,263.9617917,277.4057748,271.9809414,255.6575346,262.9037053,269.6641828,253.6141384,279.6938335,242.9675592,249.7547195,264.013967,264.1187243,254.1187047,248.2595821,273.7191271,259.1841828,295.5209254,266.4637206,306.6794434,245.3057963,253.3479499,299.6900781,286.3727394,276.8322405,263.7427277,214.0588228,238.4151805,242.282829,288.4523006,254.6664828,250.5427871,298.2314662,255.2961962,273.5141298
225.9645335,264.2198228,286.8213839,254.3077431,279.7287439,255.0496284,244.1531573,238.8029907,258.8087832,244.0983281,281.8054562,238.5627467,249.4971897,254.9281702,265.4657582,263.4956194,260.8864018,275.8115591,274.7969038,243.5833716,278.3504386,270.2741118,280.9039596,298.6606206,278.1563185,271.8026403,267.8515057,197.5690238,293.0714677,263.2901158,293.842856,281.2914578,256.9983542,254.4582544,261.0629997,275.2406698,250.5317755,277.1308551,276.691798,247.4496902,264.1015047,264.7769711,241.3293206,261.7223933,258.259639,294.160892,255.6993018,248.153088,266.1961831,260.2954821,254.4089704,270.8094815,267.3303331,267.7466767,245.7902456,279.4368677,247.3028004,285.1166138,272.5520585,262.5388622,269.7394734,286.4003391,227.5117528,280.9830511,268.0772689,272.4971279,238.1824313
249.4391977,247.2689344,256.6602119,232.3883722,265.975381,239.0990025,275.2138541,266.7286418,264.7065012,286.2068435,271.1825945,255.7631473,263.3792319,268.0712977,254.5334277,254.5125028,236.8809778,301.2417297,260.1813938,271.6719794,253.534271,206.0657595,244.200063,257.2947534,254.5804605,223.441061,275.7242169,249.8817532,250.1747023,232.9659548,249.7371356,281.1665051,256.2307478,277.723027,222.8172811,260.4916713,265.6992555,266.6241771,230.0965781,285.205015,258.910531,286.5146636,258.3273954,263.3572402,236.9970979,248.9954459,225.9381011,240.0078659,281.660659,264.5729593,270.0842278,286.908302,279.9729829,288.1638891,279.8288903,241.0733103,235.3001806,235.4053308,245.6606453,268.8112166,269.422481,267.1211255,288.7311853,282.3823993,262.8907922,246.9740678,270.6972185
243.5785371,271.7686204,311.7227053,251.0957577,275.0200792,252.847238,271.5145169,273.4926778,249.594279,268.6666705,254.7352005,282.4049192,278.1894121,294.7740004,273.2051357,302.3368095,263.2490451,279.4477794,263.803382,291.0965736,282.3816479,256.3100957,260.4269868,225.1483762,253.2795883,249.8884212,257.3907504,258.734965,272.9411241,279.8982143,283.5466851,248.1740253,246.6950472,254.6953482,293.1565524,249.1899807,230.0280504,284.7810111,269.8426328,249.5919855,242.3489775,244.7002787,262.4811087,266.7837788,256.6749599,266.0721027,228.7510508,246.3119003,273.2222613,267.6169195,297.4759315,255.6796522,289.8754339,300.5138017,234.0521036,275.9136644,247.5089898,271.1482823,257.4239685,240.8323098,261.7983298,264.3722826,261.4194964,252.9764506,255.3004572,311.562112,285.0494956
293.7804289,251.7309276,242.8923418,269.3651522,278.3019727,241.2858118,261.2181514,248.0503962,234.0977256,281.0963111,262.1487006,249.9808275,271.1587818,261.1554065,294.9348028,272.6549663,282.0775819,285.36412,269.5695115,274.274911,258.9839913,252.4341975,257.3639526,270.8920115,243.040968,239.0925469,263.5937109,262.2483952,227.5507758,241.9905087,275.1258305,273.9691553,237.5248897,257.5142457,274.4607776,282.5635023,269.2213594,280.9623695,228.2297476,241.9791279,250.3593176,274.4133353,275.5421723,279.1510652,255.6408713,258.5199091,266.5555078,254.5939516,243.3103793,272.5507865,276.4380294,253.0839056,266.6331532,252.8614326,261.6878482,255.5730326,278.293723,299.0558626,234.6933734,238.8435288,232.6993145,250.764422,268.5969677,261.80305,244.7325592,276.1479612,273.6235249
225.6867638,245.2307837,234.6506693,253.980528,286.4061462,254.0937898,266.8828877,241.9981058,274.988459,254.3554243,253.4937171,254.093585,275.1113967,216.4599478,259.3471813,251.0981188,246.1010007,271.7942655,255.3243392,260.5621665,270.6006242,307.6046142,274.6971723,270.9412956,287.7354729,255.117556,294.0070729,281.076697,251.7218172,245.1874072,216.0052551,242.7227677,261.2401631,240.700285,238.4723806,281.1152936,272.2227207,260.0202334,257.629324,242.8690117,237.4722425,266.3351458,277.1290981,249.0465502,258.9927527,247.7707057,272.8620818,243.3292475,262.1010891,269.4669013,258.0703444,276.2365041,263.892705,276.5059165,244.7001641,271.3501128,240.6146944,298.2997868,261.7399889,252.7683323,262.7149978,278.5169899,238.4332341,274.7907679,272.6531626,233.4867374,237.5566218
266.7722201,279.6723426,258.1246205,256.7164026,254.289585,258.6982542,263.2960433,242.4294114,226.75793,273.8093252,265.4646898,267.3060042,263.9410115,270.8319563,262.5373393,298.2727171,199.7056688,275.1265631,262.1164287,266.1080408,265.6674157,297.2508355,241.8225436,277.5144953,268.4010039,240.917479,265.6863557,274.9004662,271.4220879,258.4527596,279.6058584,261.9709726,255.6572487,276.0844831,253.3881373,257.187437,239.165678,272.0302421,290.8700153,274.2249092,258.5169677,271.1092331,274.9306467,250.5614263,259.7661314,249.7925317,265.2702338,256.7600355,275.9859477,274.9997271,241.0474114,251.6085703,241.1092676,266.7711017,262.732246,287.5882754,314.5017054,216.1671898,271.6186628,253.6393242,271.5155193,280.0606584,253.6230438,260.1626827,268.8398009,257.4411671,273.7422129
287.0884243,232.3678712,226.2783786,294.5763605,265.0154841,276.7805525,264.8333945,292.2050965,276.8921921,252.1831481,300.4984483,258.1858501,259.6237197,270.7094418,275.1782124,277.0711264,256.0381047,243.7311588,243.8109256,282.6387307,244.88493,218.9936953,239.4798255,260.471035,224.3030338,213.3818411,250.8873528,205.4783746,239.6418467,219.3872354,247.1618951,282.5312514,260.3787756,241.0541008,289.5746039,241.1276928,216.3633779,288.3184358,270.9566803,258.092113,258.495223,264.2559278,210.9035881,273.9448629,276.4295348,276.3245942,260.4236414,278.0137078,283.5320236,262.7009337,243.7233063,255.828764,257.4758991,277.8083824,270.2856658,271.4152199,226.8493916,279.2526012,246.0074249,250.1172644,279.2107413,237.2521379,261.5004897,233.7391588,268.1592357,310.0108279,245.9440479
304.5987541,268.6485598,251.7345921,246.0124501,281.5153068,248.9028244,270.915718,289.8818366,286.7772037,277.2177079,267.192304,295.8971747,288.7706779,264.7912002,263.6695699,244.6865445,289.8508939,292.1265553,255.6670019,268.2859844,262.663151,212.4975677,265.0212773,301.3487183,292.0804519,254.4709226,257.0034286,261.254968,233.8516697,287.6184228,232.2668779,248.8268604,239.2453962,238.0151739,273.9185697,271.232031,244.5288692,256.9398666,273.1629527,256.2393934,286.8721731,266.8437312,268.4048433,218.9948352,240.7744189,226.5721875,279.1915338,272.8522915,261.772217,255.3148798,255.6260971,240.4304283,281.2666317,253.3800001,262.1497913,273.5060443,256.2241914,236.1339057,249.2599949,261.9114594,240.0705556,281.3886277,266.7954251,282.3065834,270.3802503,249.7767247,277.4939426
246.43751,273.9260063,258.6213176,275.5506616,258.6383908,251.9545931,265.0253474,268.6840472,233.1232942,249.9657929,282.7760231,260.1333564,253.7187141,244.9628038,271.569642,243.4732656,260.1800012,247.0133658,263.0004686,229.4923454,253.1872743,264.3067387,241.8799384,261.4202258,262.8381149,259.191746,243.7041127,267.438807,250.5239695,264.4514513,282.9784409,294.3597419,256.0543956,263.344564,290.7807438,266.380017,261.5024776,271.0570641,262.0591862,271.0339968,280.9458141,303.7294471,258.5787696,260.8749974,243.4255308,270.6406666,253.138744,285.1305426,269.2239484,285.8615947,279.3055745,268.8466955,281.8997998,265.2744621,261.0550253,264.0883925,268.6345461,267.5333536,276.4011651,268.9145554,218.1503019,275.9075713,271.0915045,264.92329,238.350324,263.8660329,233.662224
263.2956967,234.9518598,261.2412613,252.1150259,275.4425568,254.7406635,246.6363941,275.4447288,289.3425997,242.8299375,238.4816868,272.5636524,250.8908514,252.393007,275.105931,266.7646574,247.7344149,257.2502578,239.2824485,265.5391853,257.5700139,283.3588341,245.3787762,289.4342919,293.446875,266.2380125,242.2981764,284.0020239,246.4783109,275.0983678,292.9953656,260.5511994,299.7591475,299.6939055,271.8888403,266.2210262,275.1350957,255.7415813,285.7267232,252.3376014,269.9321187,271.7481519,239.6143449,237.9146065,231.9643025,276.4244202,256.8777323,284.919028,256.3505817,256.6561657,286.3759839,302.5513825,249.7808908,266.5727181,270.3425672,261.6209644,232.1890516,267.7935848,285.824523,273.8646346,268.7931547,251.2593526,266.1016735,270.2006761,273.3410793,287.3987447,284.104109
279.0359999,267.6141834,260.3996903,255.4181842,259.1936272,267.4332268,290.5012517,254.865516,280.7345305,254.7578693,243.0799492,269.2828547,257.9125552,274.5420288,270.0862862,243.0466732,288.9482434,251.9676215,252.8975216,265.9209097,255.2936828,252.3286209,281.9365678,259.9985603,244.1673156,212.0953991,254.6271051,245.9340113,264.0060548,255.0389194,259.0896924,233.9457977,271.8823373,263.7618157,266.1939451,271.100162,296.3103528,281.1727743,245.2472103,315.7875332,240.7764738,267.325853,248.7353184,248.0261672,253.8152161,288.3620831,255.2344924,234.7437252,249.3811681,276.8999866,266.2403467,243.059669,244.9384181,292.5574182,285.5417977,271.6556213,277.6756668,262.5711537,246.2985702,274.4983099,223.5279967,279.9589246,281.7436279,283.0247929,240.6051293,243.440271,266.8800722
260.6215367,278.1956724,262.8248829,257.4602172,282.2254011,287.5432173,277.7364816,254.9778419,284.5048072,295.7896236,274.2483052,263.5546264,262.9443303,270.5120321,229.9256581,253.2792517,207.9119525,261.1903021,274.5407627,217.3593722,239.5233305,262.9183882,271.771641,240.5060038,236.6301162,263.136089,251.3171396,262.9724573,245.9360198,286.2550299,299.9018057,261.4414823,277.7460431,264.3519329,263.4880039,245.9990841,246.732868,249.7996357,263.4717819,250.3312974,244.5957561,265.0562411,254.2342542,247.8764143,246.8823134,278.2199883,234.3881476,258.1830563,272.2568816,240.4205894,275.5944978,287.7478793,276.5414891,264.5373302,277.4836218,244.0489737,270.6116835,259.2108603,249.1621164,253.7982402,275.3727831,267.5941367,224.2071159,249.7117665,231.6684727,243.4804509,264.1276745
242.9388129,259.0449364,242.316152,280.2264154,210.4658758,267.1765882,238.6783653,267.958194,305.5497232,270.0417211,269.4292702,260.5668523,256.5581092,282.2367931,277.1780819,241.71942,271.4613197,286.7051754,269.8833705,255.4319378,278.002653,260.6640628,256.5287439,224.7347397,269.208675,286.9193041,251.5334815,246.8592442,315.4885292,278.3011902,270.6268345,281.5704398,255.0820328,274.0912861,274.8083129,277.4912993,244.388136,294.2983183,258.4829423,273.499847,261.6442031,267.0391971,251.5519256,271.4083535,288.4073276,264.0730967,238.4439846,265.7726028,254.3099552,236.3853746,247.396791,283.5378379,278.0439707,252.5716207,269.1209296,248.1230674,203.6385866,248.6587858,247.9760135,245.8218097,256.3709348,251.6759375,266.0429732,273.6903763,261.4768286,271.780231,319.6758455
268.2962312,258.8331184,251.8670069,268.2186727,290.2189164,251.9672747,270.001037,272.556606,266.1934339,271.0545423,273.7096674,255.5791857,248.5561555,268.8560029,250.1150289,256.1395774,281.8471615,266.1353388,262.0180429,281.2940394,240.1643864,228.019166,241.3311514,270.7010044,259.4897289,225.0378246,257.6017889,260.0110634,281.9795654,273.4955999,257.6654905,260.0507765,270.6966822,277.7927885,234.0644111,261.6718015,264.7028577,285.4904341,269.015495,266.547805,283.813261,288.3434991,233.0858928,271.5347213,277.1218108,259.8236618,245.5578303,242.8365788,245.9855787,283.5475013,240.418207,269.60542,240.3438713,267.0756245,302.8501983,274.2915355,256.2305776,259.5594464,270.2000483,274.6973552,259.4834923,259.0180343,318.6817204,248.5150202,292.9932942,274.9037433,233.1683093
268.7680629,271.0515781,235.6162534,258.6739914,268.8466708,253.3648421,260.325918,295.2240272,246.3025054,269.9521543,250.7128778,262.1129734,241.3494045,279.7721542,272.1843253,236.2987579,224.3652927,261.9327582,266.1375696,255.6015207,275.7849002,238.4248457,272.7136588,270.2002305,284.0213703,267.7998517,285.3430448,235.2999576,242.6067783,293.6913581,253.8054622,263.2426288,268.1949706,234.7104277,257.4368038,275.6201904,301.3775086,251.6398532,258.5310457,255.3360213,274.4211192,276.5881134,251.2927587,265.1939821,289.9799449,281.4357497,248.0454041,281.2511464,263.3699287,258.5420004,257.5989197,235.7815079,260.7385077,255.10608,246.7399445,231.264645,262.8767292,203.8745929,265.3977289,259.5344067,252.4062676,263.6286837,268.5277522,249.1249176,286.9463592,265.3472955,242.7100819
279.9414523,276.5780512,281.9850138,270.4837329,242.4999149,250.5252241,234.9787902,254.3113289,264.4074733,252.6438421,296.4874059,282.1876821,269.9488457,248.3194259,266.8293563,261.446655,267.0019012,264.2294053,281.164268,283.8764488,287.253799,251.8939736,272.7209537,285.3210315,300.7227956,318.5777542,263.1024253,258.2990984,267.8091957,250.7046262,286.8111698,291.4682412,236.6678372,272.5238773,267.8902476,233.8826583,250.3155775,292.737048,270.5114163,269.7839457,268.6151963,263.2116427,256.5792367,267.9466843,267.3846327,264.6371049,259.5243819,239.4873762,264.4372415,256.2418743,264.6768891,278.0385747,251.8134177,256.9556868,250.8762935,247.4013213,269.0735644,260.2460896,242.2729401,289.1369877,268.7058249,253.2554715,224.392627,247.4204672,234.8430414,262.2220969,294.8392285
257.8923777,265.1195241,246.7836542,255.0336029,250.0018037,230.1581736,267.9828772,258.2742229,260.9536443,254.5177193,268.2230403,248.1909984,249.0662783,282.8255687,252.2550245,278.0687804,236.4851951,271.8283292,263.468698,279.1195258,297.1331653,258.2874047,242.1377477,271.4043857,239.0989114,245.0481906,270.6991281,249.6771279,299.7173415,262.3504393,259.6301636,265.5777782,235.9309305,243.5154583,247.593407,261.5721464,250.6511373,283.2944176,246.1398038,252.239333,258.2446761,240.5903204,266.6498083,253.6939422,267.2542795,279.1495468,315.8392118,235.3817544,241.6203587,288.2065003,251.5844299,265.5987239,268.0724304,254.4247241,278.3635962,280.4690608,280.7381571,262.1197016,282.8062763,232.7434302,269.047316,280.4775317,262.97043,235.205788,244.6832528,251.3382809,265.1119932
275.648699,279.1355499,251.3941463,258.4951249,254.6607748,265.2287626,274.7280066,281.6269901,256.2648682,273.0521907,265.0053059,253.5013801,265.9553344,284.1951285,258.7807124,251.0143433,266.6040282,279.5266611,293.6402808,255.1329042,258.7405238,258.6048289,252.6904686,257.7944466,292.8064635,249.5790379,259.1471662,265.6590654,254.1174662,270.6457856,267.3826648,236.2349068,248.2963174,244.0151147,262.8998832,266.0377218,227.7414152,276.7820752,268.806167,257.3898415,291.5798654,276.3485559,252.1978189,261.5724503,263.650789,269.5451216,250.7445972,258.9755815,257.0701012,239.2457175,252.1180649,286.2321294,253.1917575,255.0932565,295.4161261,285.4775358,259.0595421,246.1676795,251.3956732,284.8774648,266.5924839,267.1274934,276.481935,254.558409,241.4384587,277.4262548,245.2412833
256.2768457,262.4107243,238.8424841,241.2834659,295.7446417,295.1574868,263.3559503,275.6638885,231.9826605,282.5178462,253.8121842,278.2306405,270.9456239,265.1659208,237.460888,226.4836219,264.5437446,240.2502795,287.0141643,263.3924019,286.5834604,263.3176711,223.590341,272.0097435,239.1696078,267.1415261,233.4071994,278.6171548,298.9941635,263.1885165,292.283095,267.1291477,285.1032209,233.9192963,265.7006206,232.4263656,234.7244345,241.5346005,268.5542378,308.064883,288.7661208,237.5144032,240.1092117,278.7597871,263.331641,254.5719745,245.1736766,273.3617091,257.9735852,270.1406305,244.6711043,269.4648465,275.0139643,210.1114051,265.3225872,264.7412143,245.2341839,283.3460459,265.4290221,290.1140279,251.4689862,246.9706259,245.9643815,242.4666525,266.0730845,252.7180266,285.908219
262.0680475,253.9253701,225.8988465,255.0348598,258.9788846,268.4124422,280.5870937,283.8926695,243.8700537,277.7095537,258.9059966,266.9125415,267.3712862,261.925122,257.9922322,271.6431961,260.3831095,241.1672073,261.399654,266.7929333,272.8085723,277.189279,239.7550545,264.1974646,257.1818796,280.8564513,260.0219176,267.3001587,252.8334552,243.38735,272.8264252,270.4751333,240.4740566,200.1248997,247.9752867,255.1495574,248.2799245,209.2086413,258.5178297,257.3332822,266.2642877,256.2575876,235.0784055,275.743645,256.0721074,258.292211,277.3138287,281.3308005,241.7440365,276.8268822,301.0293684,246.7975768,261.635721,240.2425295,285.8912522,272.8972201,254.5353706,248.9343297,264.7635772,264.3084892,260.4115399,276.0726875,232.4411886,277.4045321,269.3048461,261.7612412,266.2512716
248.1048985,275.0936968,277.534099,269.4916698,274.2124074,220.9053113,254.0185155,295.8479391,279.1889299,233.8008281,253.1446055,241.5888747,249.6054413,245.8823687,257.8782706,275.0264758,280.9645823,261.0381701,272.8900074,261.5802358,245.1685962,255.6888492,283.7255577,276.5823415,237.3294702,260.728637,259.034996,247.082696,266.7270645,249.613916,273.5270994,239.1463382,235.9300276,280.7995045,246.5362068,251.3592177,289.5188075,272.8897799,263.3057126,267.9092054,221.2345094,289.6570479,228.665775,264.5658773,242.165066,246.8853359,253.5531366,249.9904534,265.8492231,257.334717,249.8756015,276.8696138,255.3231871,276.1040468,288.4243182,239.79293,242.4408536,241.1114855,277.5304667,283.2968275,261.650105,275.7482744,251.4424913,277.6372588,262.5921389,257.5175779,278.1605693
269.5563908,280.0102806,278.9134449,293.9626452,274.6735207,302.0400944,302.7033897,279.1279156,252.3432626,258.7265357,221.4372593,256.9596876,241.3968199,257.3716083,248.0641855,259.7040541,254.6469512,290.8071024,260.4886803,258.6833808,242.196076,258.114636,260.694059,265.0782827,270.7595504,255.9038602,275.549176,280.716958,258.6909131,269.1578307,270.7892757,281.9205886,279.6204575,222.9268032,286.7803998,267.6285157,235.8569394,280.749765,278.3128539,255.1002379,265.4985743,290.3833362,261.9134752,264.1699371,277.4827201,275.1707993,269.9788602,244.5841895,295.2030921,276.6240553,275.3496377,248.1451841,254.745699,259.7400264,244.9316355,286.3258549,245.0364067,287.3436652,247.4135376,246.9552771,258.1285731,275.273831,243.3900326,260.4971077,275.0578383,248.8544399,252.693463
276.998555,284.1983527,271.2808885,275.6485961,267.5154385,279.8825088,268.3481518,255.1380647,258.6713848,254.3395467,194.6787661,270.0354203,269.4993208,253.7677001,297.4688851,306.6084305,258.1564622,243.0982635,251.1348492,275.8264746,331.3750606,238.3798408,287.1827558,262.8530424,285.5233261,261.7770861,269.0237687,255.2178378,263.1798105,261.1685605,267.9530849,252.2997312,265.3943925,262.0391051,256.7508227,277.78857,288.3980643,274.0620145,255.9652248,291.9621801,262.0144318,250.3395714,247.6477454,270.1103645,243.9072089,267.3777051,243.6977338,256.8348531,240.8009125,280.9192513,274.2230831,268.5484952,260.7542769,266.5531308,285.4328621,267.8036917,296.4485804,247.5265875,267.2994551,257.9314494,261.7317672,208.1676376,258.3269175,234.9334502,275.9022439,289.5090081,222.8428618
282.2709229,267.5566323,264.5813843,268.1859546,234.950451,236.5777648,262.0416753,264.2804801,278.9601406,280.613425,248.0860651,278.5188278,232.3272589,231.5368232,303.5344399,252.3109263,260.833205,268.2793571,259.5774018,250.9271148,271.0749166,278.8379858,278.3579282,249.101824,259.9102877,276.0046237,241.4921872,281.7523224,255.5620449,262.7469241,284.3126287,255.3916082,262.5977247,289.2771555,283.690884,272.3077108,279.8199279,273.2974328,269.6707274,298.6315621,281.2555912,284.9972469,271.9968752,264.0196167,277.1713301,269.4575422,265.592003,238.5980201,300.2626628,238.1286359,264.2244759,268.9359451,246.8760133,286.528843,243.6220238,257.2525348,301.1078978,258.2628891,259.0076945,301.1159483,264.9377323,248.2840943,266.4932457,257.5414838,276.1803866,269.4841155,274.2551419
249.2805367,275.3429577,288.458331,279.4745263,276.228487,246.7363807,262.4723895,249.0746798,276.6175287,260.3990914,264.5627197,262.276585,261.9762458,269.6557938,280.4025912,266.6523471,252.5083623,302.7784355,253.1972218,274.5235138,234.1749559,248.6256297,247.253898,266.6826951,269.7676616,268.0604087,241.0019334,268.8020526,278.6847773,280.334234,239.9459618,285.353554,267.4690284,265.2222387,247.562125,245.131792,271.8367793,237.4798607,257.9872277,269.8202742,251.3139921,236.907136,245.733307,236.9479315,246.2343637,298.216124,232.4799128,264.3365331,287.1402081,267.2608219,257.4949509,237.1645986,240.0938827,262.0445269,265.0761672,240.5744509,254.8938214,274.9362165,273.7630886,262.0117525,255.9878818,263.1584147,286.6980099,279.6922985,299.3885779,236.8876299,285.9011601
254.8288813,263.81328,270.9982835,277.6176127,265.2475416,273.5247465,248.4687358,256.8619401,264.5465668,239.2098613,270.2143175,261.1776607,214.7427016,280.8311098,306.9066303,273.0436854,228.7877438,276.3439023,271.9938854,242.7888352,255.7142488,288.2048428,248.4135512,273.8191162,251.9680906,279.7680805,254.367338,258.5573517,254.9389385,260.4068723,234.0092152,259.6353963,258.1209598,282.5095067,280.921318,265.2249862,254.718274,295.5976701,269.5558187,237.2276279,249.7290427,242.0695878,248.1803583,275.158374,293.4773242,262.3497426,260.3926666,286.9826069,255.8659945,282.4894383,265.811564,257.0269425,215.7646884,262.2597281,270.7878993,272.7561837,271.2860113,258.3409025,288.2685055,218.5838527,279.8606628,239.9191161,273.218345,266.3112864,258.3755474,245.1976023,287.2228684
226.4121484,298.8288254,262.4223078,287.4780314,254.8509558,231.787812,254.4821882,275.7006187,264.191199,284.6691771,267.7678861,244.2191566,239.3042464,245.6689954,246.5472755,271.5068193,258.8092211,294.5729357,237.3216973,290.7114746,215.7753426,272.527461,266.4880733,287.454247,255.5013737,239.0227115,214.174769,265.909314,278.3144222,313.3323709,256.4920639,277.3185146,267.763243,300.5359656,267.3021375,265.27563,284.5605697,293.9381436,310.4216699,288.984129,240.9793169,273.8260548,252.0041098,255.7925534,227.0484246,283.4007248,257.1912899,192.3220036,228.8742113,270.0715507,275.6263545,282.8790661,256.211171,284.7706575,253.0872474,236.312656,251.0010553,271.491407,264.1094615,285.1015851,269.7636509,269.3663929,292.9866983,266.5634611,244.3814812,263.9659124,301.6629297
252.3075119,220.8296871,270.2576582,286.5143381,273.8015332,261.1872245,216.1165431,257.9106191,283.2389128,235.8589366,261.2916473,292.1261204,275.3529702,245.3382994,249.2623324,233.9984641,283.6797687,261.8995184,237.2862514,257.0365952,230.5097561,242.5201437,271.6565087,239.8081569,223.7925393,293.6632171,250.6002436,283.6618787,270.1018146,261.670645,239.085,260.7869868,254.640535,267.3335971,274.547446,276.954599,243.6414652,268.1453618,280.4536196,258.9289554,252.8896324,256.3275399,290.061852,289.6652076,273.9853218,275.9871349,299.7515714,234.8931802,269.8389616,280.6116577,287.5685483,280.1849423,267.2697456,250.25953,266.3060458,225.3623894,283.129021,253.1489572,251.0090419,252.6262874,283.519991,280.7034392,270.1159854,242.0056195,228.5227227,261.1916896,304.0956905
275.0620236,254.7216575,242.9094442,236.0177852,262.662425,301.297285,257.876621,279.867049,255.1231384,244.162251,266.9442696,293.5150669,248.5550224,240.4649723,269.8823175,237.241529,259.0634041,233.219224,245.7003194,252.2911529,284.9680183,248.8534574,240.6638007,267.1735561,229.2660221,244.0846915,292.5831021,288.8247353,248.7621087,259.7269026,291.392498,239.2890135,255.9778849,249.9216681,269.1517633,261.4963251,243.1241038,265.4492895,277.0069016,258.7593311,270.6031587,295.9327773,245.0327368,253.9745546,275.9618961,254.99787,235.8138822,253.0143341,241.0511795,282.8408819,269.197828,248.1513871,277.9102341,271.4015017,259.4787622,245.3954701,251.52729,292.431929,260.1741481,259.7313942,275.3454598,235.5185058,266.0847841,259.9968322,295.4912853,247.8119421,273.5218496
244.6122696,288.1932093,293.3945993,276.4425831,244.6068369,227.8421804,284.1987809,232.6715944,261.2216173,276.8338797,252.950808,252.6149056,278.1801188,262.4440394,315.0048952,274.1333038,256.584397,253.0018246,245.5433681,232.516614,258.9324702,239.3833966,255.2929243,301.5096875,304.77349,292.4306561,296.1125655,268.0489551,282.5347924,239.9502362,236.5119297,257.553475,284.7447219,263.2889166,286.6323134,249.697878,252.9546712,267.3786348,267.5786208,273.8687764,247.37156,247.1784914,253.5958828,257.2186376,290.1046672,213.7898894,229.7737513,281.0057511,222.0488281,273.7315745,285.0177832,263.2580953,268.2748449,252.810978,259.9412082,260.5729715,275.8527448,231.4756364,261.8532756,243.345041,258.8097079,265.1184022,277.1133753,251.7875007,275.7885752,249.7731776,247.149109
